POOL_NAME,PLATFORM,COUNT(TX_HASH)
WETH-AICO,uniswap-v2,113
WETH-NANATSU,uniswap-v2,4
デスノート-WETH,uniswap-v2,6
BEPE-WETH,uniswap-v2,51
VOUGHT-WETH,uniswap-v2,40
$BRUN-WETH,uniswap-v2,8
RUG69-WETH,uniswap-v2,2
0x843...060e-WETH,uniswap-v2,3
BMP-WETH,uniswap-v2,21
JBX-WETH,uniswap-v2,4
BOBLAX-WETH,uniswap-v2,529
WETH-Au,uniswap-v2,1
0x5d4...237c-WETH,uniswap-v2,13
0x44e...e728-WETH,uniswap-v2,5
ETH-NLV 3000 60  UNI-V4 LP,uniswap-v4,9
WETH-stkDYDX,dodo-v2,2
WETH-TRADEWARS,uniswap-v2,58
WETH-GFX,uniswap-v2,2
RYUKU-WETH,uniswap-v2,8
titcoin-WETH 3000 60 UNI-V3 LP,uniswap-v3,3
USDT-KAC,uniswap-v2,2
WETH-APE 2.0,uniswap-v2,3
0x5ec...1a4c-WETH,uniswap-v2,4
WETH-PEPESHIBA,uniswap-v2,12
AAVE-SNOW,uniswap-v2,13
BOOGIE-WETH,uniswap-v2,3
WETH-0xf99...69ce,uniswap-v2,6
0x6de...dca3-WETH,uniswap-v2,63
WETH-0xf5f...cf9c,uniswap-v2,384
USDC-Dejitaru Shirudo,uniswap-v2,23
UNI-SUSHI,uniswap-v2,8
AHL-WETH 100 1 UNI-V3 LP,uniswap-v3,11
RUGME-WETH,uniswap-v2,6
Yfact-WETH,uniswap-v2,1
DAI-BCC,uniswap-v2,5
WETH-PDOGE,uniswap-v2,333
WETH-TOTO,uniswap-v2,5
GRAI-LIQ 10000 200 UNI-V3 LP,uniswap-v3,2
BDSCI-AMP 3000 60 UNI-V3 LP,uniswap-v3,1
OG_TEMPLE-USDC 10000 200 UNI-V3 LP,uniswap-v3,3
TITTER INU-WETH,uniswap-v2,2
GMI-WETH,uniswap-v2,3
MULTILAP-WETH,uniswap-v2,4
WETH-VICKY 10000 200 UNI-V3 LP,uniswap-v3,21
0x0e5...f287-WETH,uniswap-v2,4
UKIAQ-WETH,uniswap-v2,145
TRUMPE-TrumpBucks 10000 200 UNI-V3 LP,uniswap-v3,14
WETH-Destiny,uniswap-v2,9
PITBULL-WETH,uniswap-v2,503
🟢 NVDA™-WETH,uniswap-v2,23
0xbb5...4dde-WETH,uniswap-v2,3
ALI-WETH,uniswap-v2,15
WETH-UNKILLABLE,uniswap-v2,2
ETH-BURN 900000 18000  UNI-V4 LP,uniswap-v4,2
ETH-liquidBeraETH 10000 200  UNI-V4 LP,uniswap-v4,19
WETH-MBR,uniswap-v2,5
HILO-WETH,uniswap-v2,3
AGI -WETH,uniswap-v2,114
WETH-D-Mark,uniswap-v2,120
EXEX-USDC 100 1  UNI-V4 LP,uniswap-v4,20
BLADE-WETH,uniswap-v2,14
FRANCISII-WETH,uniswap-v2,315
SETSUKO-WETH,uniswap-v2,15
WETH-WZYN,dodo-v2,14
ETH-ZBCN 710000 14200  UNI-V4 LP,uniswap-v4,7
WETH-BRIGHT,uniswap-v2,20
USDC-RATIOMOON,sushiswap,10
μPPG-WETH 3000 60 UNI-V3 LP,uniswap-v3,18
WETH-JULIEN,sushiswap,2
ROBOX-WETH,uniswap-v2,18
Naked-WETH,uniswap-v2,5
SOCRATE-WETH,uniswap-v2,11
0x7a4...8b51-WETH,uniswap-v2,4
0x777...4c6e-WETH,uniswap-v2,1
ETH-WBTC 90 2  UNI-V4 LP,uniswap-v4,23
GME-$ROAR 10000 200  UNI-V4 LP,uniswap-v4,1
WETH-0xcb8...d0f6,pancakeswap-v2,4
0x315...784f-USDT 50000 1000  UNI-V4 LP,uniswap-v4,4
WETH-0xfc3...502f,uniswap-v2,4
0x115...2edc-WETH,pancakeswap-v2,5
Balancer Aave Boosted StablePool,balancer,14
AyeAyeCoin-WETH 10000 200 UNI-V3 LP,uniswap-v3,14
CXD-USDC,curve,4
T3P-WETH,uniswap-v2,403
Kektron-WETH,uniswap-v2,25
XShiba-WETH,uniswap-v2,11
EIG-EIG3 3000 60 UNI-V3 LP,uniswap-v3,9
HBD-WETH,uniswap-v2,8
PDX-USDT 3000 60 UNI-V3 LP,uniswap-v3,2
TsT-WETH,uniswap-v2,71
WETH-MADOG,uniswap-v2,2
miniCAKE-WETH,uniswap-v2,85
GOPE-WETH,uniswap-v2,11
POLYTOPIA-WETH,uniswap-v2,2
Bossbaby-WETH,uniswap-v2,4
ADINU-WETH,uniswap-v2,1
XFII-WETH,uniswap-v2,1
WETH-GCOIN,uniswap-v2,21
WETH-PIKEMAN,uniswap-v2,7
WETH-QUID,uniswap-v2,8
KP3R2-WETH,uniswap-v2,1
WETH-Pump,uniswap-v2,3
USDC-USN 0 10 0x0000fe59823933ac763611a69c88f91d45f81888 UNI-V4 LP,uniswap-v4,2
47TRUMP-WETH,uniswap-v2,2
BAC-BAB 10000 200 UNI-V3 LP,uniswap-v3,1
ETH-MELOS 900000 18000  UNI-V4 LP,uniswap-v4,2
0xab2...4e7f-WETH,uniswap-v2,1
WETH-0xe8e...c8a1 3000 60 UNI-V3 LP,uniswap-v3,15
TIP-GROK,uniswap-v2,1
ZamaAI-WETH,uniswap-v2,3
DeTOR-WETH,uniswap-v2,4
WBTC-Ferrari,uniswap-v2,1
stkAAVE-AAVE 10000 200 UNI-V3 LP,uniswap-v3,4
ꓘꓤOԀ-WETH,uniswap-v2,5
Balancer 80OETH/20WETH,balancer,4
80BADGER-20graviAURA,balancer,4
WETH-0xea6...656e,uniswap-v2,19
PUMPAGENT-WETH,uniswap-v2,17
ALLEYCAT-WETH,uniswap-v2,51
PIN-WETH,uniswap-v2,49
HPI-WETH,uniswap-v2,8
$GOLD-WETH,uniswap-v2,2
DISCO-WETH 3000 60 UNI-V3 LP,uniswap-v3,7
GPYX-USDC,uniswap-v2,9
BRETT 2.0-WETH,uniswap-v2,4
WETH-CSPW,uniswap-v2,74
HUDRAT-WETH,uniswap-v2,35
WAGDIE-WETH,sushiswap,13
MAK-WETH,dodo-v2,5
WKND-WETH,uniswap-v2,2
Harrier-WETH,uniswap-v2,1
Sailor Moon-WETH,uniswap-v2,5
LEAPY-WETH,uniswap-v2,1
WETH-TFUND,uniswap-v2,2
0x93b...6dba-USDT 10000 200 PCS-V3 LP,pancakeswap-v3,3
RZN-WETH,uniswap-v2,1
XENAI-WETH,uniswap-v2,219
WETH-CTLS 10000 200 UNI-V3 LP,uniswap-v3,2
sILV2-WETH 10000 200 UNI-V3 LP,uniswap-v3,7
POKI-WETH,uniswap-v2,13
WETH-S*USDC,dodo-v2,18
GPU-WETH 3000 60 UNI-V3 LP,uniswap-v3,10
ROOF-WETH 3000 60 UNI-V3 LP,uniswap-v3,5
0x456...3cce-WETH,uniswap-v2,2
TVTF-WETH,uniswap-v2,35
WETH-GORKLON,uniswap-v2,2394
WETH-NFAIDS,uniswap-v2,2
0x6f2...417c-WETH,uniswap-v2,58
0xa70...eeda-WETH,uniswap-v2,7
0x8fd...91e0-WETH,uniswap-v2,2
SHERMAN-WETH,uniswap-v2,4
0x67e...9a18-WETH,uniswap-v2,5
0x9c0...a4cf-WETH,uniswap-v2,5
Xoge-WETH,sushiswap,6
LOAFCAT-WETH,uniswap-v2,56
DFCH-USDT 3000 60 UNI-V3 LP,uniswap-v3,2
WETH-MAWA,uniswap-v2,56
WETH-MNTA,uniswap-v2,13
0XZQ-WETH,uniswap-v2,4
deepseek -WETH,uniswap-v2,33
0x727...609a-WETH,uniswap-v2,5
TrumpUP-WETH,uniswap-v2,1
WETH-ɐɹos,uniswap-v2,1
WETH-PEPEFI,uniswap-v2,1
WETH-HOTSHOTxAI,uniswap-v2,84
SHR-WETH,shibaswap,2
BEARCAT-WETH,uniswap-v2,1
0x568...e9bc-WETH,uniswap-v2,3
CLOUDBOI-WETH,uniswap-v2,145
CIX-USDT 3000 60 UNI-V3 LP,uniswap-v3,5
PInu-WETH,uniswap-v2,1
💪 CHADGPT-WETH,uniswap-v2,13
0x160...9c3b-WETH,uniswap-v2,2
0x925...571b-WETH,uniswap-v2,21
WORMO-WETH,uniswap-v2,5
JIMMYAI-WETH,uniswap-v2,120
WETH-HOPPINA,uniswap-v2,13
0xa01...bdf3-WETH,uniswap-v2,4
SOLARITE-yDAI+yUSDC+yUSDT+yTUSD,uniswap-v2,2
HFI-WETH,uniswap-v2,2
LAR-WETH,uniswap-v2,16
enditall-WETH,uniswap-v2,2
ETH-MIYAZAKI 3000 60  UNI-V4 LP,uniswap-v4,125
SHADOW-SLADY 3000 60 UNI-V3 LP,uniswap-v3,1
ETH-KABOSU 3000 60  UNI-V4 LP,uniswap-v4,15
ETH-V4DOG 10000 200  UNI-V4 LP,uniswap-v4,7
UNIX-XMEME 3000 60  UNI-V4 LP,uniswap-v4,1
0x744...0044-WETH,uniswap-v2,4
WETH-ROAR,sushiswap,6
0xb3c...6cff-WETH,uniswap-v2,6
SOL 2.0-WETH,uniswap-v2,3
AXL-WETH,uniswap-v2,16
0x251...292b-WETH,uniswap-v2,9
0x008...e021-WETH,uniswap-v2,3
WETH-dogeC,uniswap-v2,7
Elon4AfD-WETH,uniswap-v2,44
CaiSheng-WETH,uniswap-v2,74
YOBA-WETH,uniswap-v2,2
0x346...3eec-WETH,uniswap-v2,22
ETH-MT 10000 200  UNI-V4 LP,uniswap-v4,6
TREND-WETH,uniswap-v2,26
$MUAHAHA-WETH,uniswap-v2,7
AVL-USDT 500000 10000  UNI-V4 LP,uniswap-v4,6
BMYC-WETH,uniswap-v2,2
MRTWEET-WETH,uniswap-v2,1
OBITCOIN-WETH,uniswap-v2,1
SUCKYINU-WETH,uniswap-v2,3
ROVI-USDT,pancakeswap-v2,3
WETH-PARkER,uniswap-v2,14
WETH-WHF,uniswap-v2,21
HUMP-WETH,uniswap-v2,3
OSDI-WETH,uniswap-v2,2
Tiger-WETH,uniswap-v2,21
USDC-onePERL 500 10 UNI-V3 LP,uniswap-v3,1
FAMA-WETH 100 1 UNI-V3 LP,uniswap-v3,2
AISCII-WETH,uniswap-v2,2
Ch-WETH,uniswap-v2,1
WETH-WOOD,uniswap-v2,17
WETH-BITMAX,uniswap-v2,1
$POW-WETH,uniswap-v2,1
OETH-WETH,sushiswap,8
CentralBank-WETH,uniswap-v2,1
KIKO-WETH,uniswap-v2,3
NERDLING-WETH,uniswap-v2,4
YFF-WETH,uniswap-v2,1
USDC-VRA 10000 200 UNI-V3 LP,uniswap-v3,2
$SUPPORT-WETH,uniswap-v2,3
RYI-TNI,uniswap-v2,1
Closed4MaxProfitAI-WETH,uniswap-v2,866
GORKK-WETH,uniswap-v2,22
PAYT-HY 10000 200 UNI-V3 LP,uniswap-v3,6
WETH-Mycelium 10000 200 UNI-V3 LP,uniswap-v3,5
/-WETH,uniswap-v2,4
WETH-MAGA47,uniswap-v2,2
PASTA-yDAI+yUSDC+yUSDT+yTUSD,uniswap-v2,2
0x04c...34e9-WETH,uniswap-v2,1
WETH-0xf73...04b9,uniswap-v2,5
YFRX-WETH,uniswap-v2,4
0x856...f125-WETH,uniswap-v2,2
Vilady-WETH,uniswap-v2,30
0xb83...61c0-WETH,uniswap-v2,4
MIDA-USDC,uniswap-v2,1
DUBAI-WETH,dodo-v2,2
WETH-Stripe,uniswap-v2,1
ZHEIM-WETH,uniswap-v2,13
GOKUREUM-WETH,uniswap-v2,7
KIMBAP-WETH,uniswap-v2,7
STATE-USDC,sushiswap,8
𝓜𝓪𝓽𝓽 𝓕𝓾𝓻𝓲𝓮-WETH,uniswap-v2,45
I am vitalik.eth-WETH,uniswap-v2,12
OGY -WETH,uniswap-v2,1
WETH-MEWN,uniswap-v2,1
0x500...f5b0-WETH,uniswap-v2,1
ƎԳƎԳ2.0 -WETH,uniswap-v2,7
WETH-DOOD,uniswap-v2,1
SUGAR-WETH,uniswap-v2,81
WETH-GHIBNEIRO,uniswap-v2,62
PEPE-PEPE404 10000 200  UNI-V4 LP,uniswap-v4,2
ETH-MUSA 3000 60  UNI-V4 LP,uniswap-v4,2
WETH-0xddd...5a45,uniswap-v2,1
WETH-DENERUAL,uniswap-v2,1
KITCATS-WETH,uniswap-v2,3
DFIGHT-WETH,uniswap-v2,2
sDAI-TRUMP2024 3000 60 UNI-V3 LP,uniswap-v3,1
TROLLMODE-WETH,uniswap-v2,3
BEZQ-WETH,uniswap-v2,2
WETH-KWC,uniswap-v2,2
SHIBAF-WETH,uniswap-v2,2
GPI-WETH,uniswap-v2,1
WETH-0xe85...b834,uniswap-v2,2
TASSIE-WETH,uniswap-v2,38
MOF-MILK,uniswap-v2,8
SUSHI-xSUSHI 3000 60  UNI-V4 LP,uniswap-v4,1
BofAD-WETH,uniswap-v2,22
WETH-TLN,uniswap-v2,149
0x508...91e0-WETH,uniswap-v2,2
HUOJIAN-WETH,uniswap-v2,9
PIGI-WETH,uniswap-v2,2
Mekuna-WETH,uniswap-v2,63
GROKOUT-WETH,uniswap-v2,558
VDX-WETH,uniswap-v2,2
SIFI-WETH,uniswap-v2,3
WETH-GEORGE,uniswap-v2,8
$FOUR-WETH,uniswap-v2,4
Toni-WETH,uniswap-v2,5
WETH-0xdcd...9a8f,uniswap-v2,1
CLİZA-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
UPTO-WETH,uniswap-v2,1
PAXG-GLDM,uniswap-v2,2
AR15CRYPTO-WETH,uniswap-v2,40
MVRS-USDC,uniswap-v2,3
PTA-WETH,uniswap-v2,2
0x920...d782-WETH,uniswap-v2,5
PEPENZO-WETH,uniswap-v2,81
PULSE-WETH,uniswap-v2,36
WETH-0xd95...f9d5,uniswap-v2,3
GOLD-DAI 10000 200 UNI-V3 LP,uniswap-v3,2
$PIPI-WETH,uniswap-v2,3
WETH-FDAO,uniswap-v2,3
TRUMP-WETH,sushiswap,2
WETH-CBPEPE,uniswap-v2,2
WETH-TD,uniswap-v2,116
WETH-0xf60...1956,uniswap-v2,2
PLEBE-WETH,uniswap-v2,2
YFI-YFW,uniswap-v2,1
FOKU-WETH,uniswap-v2,152
WETH-BERTCOIN,uniswap-v2,10
PLUME-WETH 10000 200 UNI-V3 LP,uniswap-v3,415
UFCTV-WETH,uniswap-v2,2
WETH-B#7 100 1 UNI-V3 LP,uniswap-v3,1
WETH-🦊FOXYAI,uniswap-v2,14
WETH-ROGI,uniswap-v2,2
ETH-ITUA 3000 60  UNI-V4 LP,uniswap-v4,3
WETH-EC,uniswap-v2,2
TRSLA-WETH,uniswap-v2,2
WETH-SHIBELON,shibaswap,3
ROADS-WETH,uniswap-v2,3
0x9a6...ab27-WETH,uniswap-v2,6
MOGLON-WETH,uniswap-v2,131
WETH-PLTS,uniswap-v2,1
RFUNI Token-WETH,uniswap-v2,2
IronSysCore-WETH,uniswap-v2,34
SWP-USDT,uniswap-v2,2
WETH-UFR,uniswap-v2,3
0x435...a840-WETH,uniswap-v2,1
USDC-CULT,uniswap-v2,2
0xab5...1622-WETH,uniswap-v2,6
WETH-PAPPLE,uniswap-v2,200
WETH-DOGED,uniswap-v2,2
0x1fa...cbbe-WETH,uniswap-v2,4
RESIDENCE-WETH,uniswap-v2,70
MTI-WETH,uniswap-v2,2
WETH-ODIN,uniswap-v2,2484
PEPE-WETH,uniswap-v2,133878
WETH-GODS,sushiswap,4426
WPLS-WETH 10000 200 UNI-V3 LP,uniswap-v3,14260
SPIKE-WETH,uniswap-v2,2541
USDC-USDT 100 1 PCS-V3 LP,pancakeswap-v3,24768
TAIKO-WETH 3000 60 UNI-V3 LP,uniswap-v3,14208
LINK-sil,sushiswap,615
AUDIO-WETH,uniswap-v2,16177
SABAI-WETH 3000 60 UNI-V3 LP,uniswap-v3,23265
VINU-WETH 10000 200 UNI-V3 LP,uniswap-v3,328
GEEQ-WETH,uniswap-v2,2861
$PAAL-WETH,uniswap-v2,68660
MOODENG-WETH 10000 200 UNI-V3 LP,uniswap-v3,4090
XCHF-USDT 10000 200 UNI-V3 LP,uniswap-v3,82
MOONEY-WETH 10000 200 UNI-V3 LP,uniswap-v3,789
WETH-BMR,uniswap-v2,6427
COMP-WETH 3000 60 UNI-V3 LP,uniswap-v3,13060
MarsPresident-WETH,uniswap-v2,50
QSP-WETH,uniswap-v2,716
1000X-WETH,uniswap-v2,3
MOGE-WETH,uniswap-v2,1393
SWITCH-GREEN 3000 60 UNI-V3 LP,uniswap-v3,2263
DAI-ODIN,uniswap-v2,915
UFO-WETH,uniswap-v2,4625
NEIRO-WETH,uniswap-v2,1376
TIDAL-USDC,uniswap-v2,682
JOE-triangle,uniswap-v2,1184
HOPIUM-WETH,uniswap-v2,51
HAI-WETH,uniswap-v2,643
WETH-0xee2...af2b,uniswap-v2,1251
WETH-RSN,uniswap-v2,3020
$NXCP-WETH,uniswap-v2,1260
Curve.fi Factory USD Metapool: Magic Internet Money 3Pool,curve,1004
DCK-USDT 3000 60 UNI-V3 LP,uniswap-v3,1124
VT-WETH 3000 60 UNI-V3 LP,uniswap-v3,205
CXO-WETH 10000 200 UNI-V3 LP,uniswap-v3,1324
DBZ-WETH,uniswap-v2,396
WETH-TRUMP ,uniswap-v2,575
SAFE-WETH 10000 200 UNI-V3 LP,uniswap-v3,1228
VOLT-WETH 10000 200 UNI-V3 LP,uniswap-v3,1101
MANA-USDT 3000 60 UNI-V3 LP,uniswap-v3,1721
WETH-ASIA,pancakeswap-v2,25
CALI-WETH,uniswap-v2,7
XAUt-WETH 3000 60 UNI-V3 LP,uniswap-v3,443
KANG-WETH,uniswap-v2,1964
LINK-DAI,sushiswap,47
KIWI-WETH,uniswap-v2,1736
WETH-LIQ 10000 200 UNI-V3 LP,uniswap-v3,25
SKL-WETH 10000 200 UNI-V3 LP,uniswap-v3,4463
ANCHAN-WETH,uniswap-v2,12
GNO-COW,sushiswap,204
TRAPU-WETH,uniswap-v2,4
USDC-QUARTZ,sushiswap,74
ELARDIO-WETH,uniswap-v2,1860
STATE-WETH,sushiswap,401
ALTS-WETH,uniswap-v2,785
JAI-WETH 10000 200 UNI-V3 LP,uniswap-v3,12
0xba9...7530-WETH,uniswap-v2,1841
DRAG-TREAT 10000 200  UNI-V4 LP,uniswap-v4,221
CONAN-WETH,uniswap-v2,3186
USDT-HEZ,uniswap-v2,5215
WLD-WETH 10000 200 UNI-V3 LP,uniswap-v3,17322
WETH-AVI 3000 60 UNI-V3 LP,uniswap-v3,1982
LINK-USDC,uniswap-v2,631
GEL-WETH 10000 200 UNI-V3 LP,uniswap-v3,2967
DAI-MKR 3000 60 UNI-V3 LP,uniswap-v3,4007
CULT-WETH,uniswap-v2,526
DUEL-WETH,uniswap-v2,5358
BROCCO-WETH,uniswap-v2,451
USA-WETH,uniswap-v2,4248
EVOAI-WETH,uniswap-v2,6973
USD0++-USDT 3000 60 UNI-V3 LP,uniswap-v3,1859
WETH-DELTA rLP 10000 200 UNI-V3 LP,uniswap-v3,40
WETH-AEG 3000 60 UNI-V3 LP,uniswap-v3,1080
XYO-USDC 3000 60 UNI-V3 LP,uniswap-v3,4282
wstETH-WETH 500 10 UNI-V3 LP,uniswap-v3,155
DIVI-WETH 3000 60 UNI-V3 LP,uniswap-v3,181
50PICKLE-50WETH,balancer,6
DMAGA-WETH,uniswap-v2,1457
ADX-WETH,sushiswap,762
GOATX-TITANX 10000 200 UNI-V3 LP,uniswap-v3,2071
TrumpAI-WETH,uniswap-v2,370
MASK-USDC,sushiswap,397
EIGEN-USDC,hashflow-v3,431
$STRANGE-WETH,uniswap-v2,5
XMON-WETH,uniswap-v2,2764
CRU-USDC,uniswap-v2,1595
SHOPX-WETH,sushiswap,230
BIAOC-WETH,uniswap-v2,4
PC-WETH 10000 200 UNI-V3 LP,uniswap-v3,55
WETH-Kabosu Inu,uniswap-v2,42
WETH-OMEGA,uniswap-v2,8
Curve.fi Factory Plain Pool: MIM-UST,curve,173
USTB-WETH,uniswap-v2,357
WETH-MCC,uniswap-v2,154
PAX-USDT 100 1 UNI-V3 LP,uniswap-v3,394
Curve.fi Factory Plain Pool: Euro Tether,curve,33
alETH-alUSD 500 10 UNI-V3 LP,uniswap-v3,53
PZINC-WETH 500 10 UNI-V3 LP,uniswap-v3,29
MIX-USDT 3000 60 UNI-V3 LP,uniswap-v3,1044
0x9b2...6b84-WETH,uniswap-v2,293
WETH-DTF,uniswap-v2,462
WETH-AGM,uniswap-v2,228
MAFA-WETH,uniswap-v2,996
TUIT-USDT 3000 60 UNI-V3 LP,uniswap-v3,372
SHE  -WETH,uniswap-v2,280
WETH-D.O.G.E,uniswap-v2,81
USDC-GYEN,uniswap-v2,861
ANONYMOUS-WETH,uniswap-v2,7
WETH-MUSKNEWS,uniswap-v2,185
WETH-NICO,uniswap-v2,1
-WETH 10000 200 UNI-V3 LP,uniswap-v3,75
$daumen-WETH,uniswap-v2,180
JEXXX-WETH,uniswap-v2,58
AiDAO-WETH,uniswap-v2,2895
PUPPETH-WETH,uniswap-v2,2914
OL-WETH,uniswap-v2,24
FOYO-WETH,uniswap-v2,6
BTCP-WETH 3000 60 UNI-V3 LP,uniswap-v3,116
HEGIC-WETH,uniswap-v2,999
MATE-WETH,uniswap-v2,32
MCDON-WETH,uniswap-v2,56
SKT-WETH,uniswap-v2,91
XRUNE-BNPL,sushiswap,185
Neuralink-WETH,uniswap-v2,442
HEX-iETH,uniswap-v2,146
AEON-WETH,sushiswap,70
UPAI-WETH,uniswap-v2,141
MOB-WETH,uniswap-v2,20
PENDLE-WETH,hashflow-v3,189
WETH-TOASTY,uniswap-v2,147
ETH-NEAR 10000 200  UNI-V4 LP,uniswap-v4,842
WHITE-USDC 10000 200  UNI-V4 LP,uniswap-v4,214
$Eth6900-WETH,uniswap-v2,482
ORO-WETH,uniswap-v2,1785
SPDR-USDT,uniswap-v2,82
BRF-WETH,uniswap-v2,1183
WETH-DBCH 3000 60 UNI-V3 LP,uniswap-v3,48
HEX-USDC 3000 60 UNI-V3 LP,uniswap-v3,936
UNITY-TREAT 10000 200  UNI-V4 LP,uniswap-v4,14
PHA-ABDS 3000 60  UNI-V4 LP,uniswap-v4,25
ETHx-WETH 500 10 PCS-V3 LP,pancakeswap-v3,106
GRD-USDT,uniswap-v2,1699
ETH-ZIV 3000 60  UNI-V4 LP,uniswap-v4,1641
CCAI-WETH,uniswap-v2,313
0xb29...38a4-WETH,uniswap-v2,6
XEN-WNM,uniswap-v2,85
MEMEVM-WETH,uniswap-v2,107
0x1a0...114c-WETH,uniswap-v2,2
omg-WETH 10000 200 UNI-V3 LP,uniswap-v3,66
$WELF-WETH 3000 60 UNI-V3 LP,uniswap-v3,9649
SAI-WETH,uniswap-v2,37275
WETH-TVK,uniswap-v2,1892
BILL-WETH,uniswap-v2,379
STAKE-WETH,uniswap-v2,218
chips-WETH,uniswap-v2,17
WETH-( ͡° ͜ʖ ͡°) 10000 200 UNI-V3 LP,uniswap-v3,28
LOTE-WETH,uniswap-v2,2367
Kendu-WETH 10000 200 UNI-V3 LP,uniswap-v3,1118
BIO-WETH,uniswap-v2,152
SKL-WETH,uniswap-v2,385
BFC-WETH,uniswap-v2,329
TOSHI-WETH,uniswap-v2,1686
P.E.P.E-WETH,uniswap-v2,689
Curve.fi Factory Plain Pool: stETH/frxETH,curve,1208
PEAS-pBOOE,uniswap-v2,142
GONESLER-WETH,uniswap-v2,13
WETH-SWAP 10000 200 UNI-V3 LP,uniswap-v3,217
XSP-WETH,uniswap-v2,425
20WETH-80WAMPL,balancer,13
oDoge-WETH,uniswap-v2,94
WETH-TPT 3000 60 UNI-V3 LP,uniswap-v3,17
WETH-AdventureTime,uniswap-v2,6
WETH-dragoo,uniswap-v2,47
WETH-DC,dodo-v2,464
SRRY-WETH,uniswap-v2,2
SLOINK-WETH,uniswap-v2,246
ACCORD-WETH,uniswap-v2,74
GORA-WETH 10000 200 UNI-V3 LP,uniswap-v3,364
BODHI-WETH,uniswap-v2,63
ADVT-WETH,uniswap-v2,28
SAUDI-WETH,uniswap-v2,2264
USDT-MVRK 3000 60 UNI-V3 LP,uniswap-v3,273
IMP-WETH,uniswap-v2,87
DRT-DRTv2 3000 60 UNI-V3 LP,uniswap-v3,7
SEER-WETH,uniswap-v2,21
WETH-STF,dodo-v2,7
USDC-USDT 10 1  UNI-V4 LP,uniswap-v4,119830
wUSDL-WETH 10000 200 UNI-V3 LP,uniswap-v3,79
UNION-wstETH,uniswap-v2,24
WETH-OPTIMUS,uniswap-v2,435
Wally-WETH,uniswap-v2,165
0x1ce...658e-WETH,uniswap-v2,25635
0x0d5...1229-WETH,uniswap-v2,26
PACHAT-WETH,uniswap-v2,1923
0x7b5...39aa-WETH,uniswap-v2,1978
APEMAN-WETH 10000 200 UNI-V3 LP,uniswap-v3,1004
WILLY-WETH,uniswap-v2,541
SKITTEN-WETH 3000 60 UNI-V3 LP,uniswap-v3,44
ETH-RLB 3000 60  UNI-V4 LP,uniswap-v4,511
ETH-WLFI 3000 60  UNI-V4 LP,uniswap-v4,7
zHEGIC-WETH,uniswap-v2,166
CORN-WETH,uniswap-v2,167
USDT-USDC,trader-joe-v2,721
POPPO-WETH,uniswap-v2,8
UNI-TOM3 3000 60 UNI-V3 LP,uniswap-v3,25
0x3ae...a8a3-WETH,uniswap-v2,84
LORD-WETH 10000 200 UNI-V3 LP,uniswap-v3,29
0x013...2139-WETH,uniswap-v2,18
0x0ca...a9e0-WETH,uniswap-v2,5
wstUSR-USDC 300000 6000  UNI-V4 LP,uniswap-v4,26
INTERNET-WETH,uniswap-v2,1190
WETH-BULLIUS,uniswap-v2,819
0x670...468c-WETH,uniswap-v2,167
ANON-WETH,uniswap-v2,62
WETH-ALIS,uniswap-v2,27
USDC-DIVER,sushiswap,51
COIL-WETH,uniswap-v2,9
USDT-SNTZL 3000 60 UNI-V3 LP,uniswap-v3,72
🌌QUANTAI-WETH,uniswap-v2,132
WETH-BULLX,uniswap-v2,129
SWORD-WETH,uniswap-v2,401
SHARPTOOTH-WETH,uniswap-v2,101
WETH-0xe59...3ea6,uniswap-v2,6
WEED-TKP,uniswap-v2,41
WETH-0xea4...8081,uniswap-v2,106
RING-WOOD,uniswap-v2,13
WETH-DISNEY,uniswap-v2,26
MORPH-ELMNT,uniswap-v2,321
XINA-WETH,uniswap-v2,61
SKOL-MCDBL,uniswap-v2,119
BRB-WETH,uniswap-v2,4
LTO-WETH,uniswap-v2,40
WETH-SEEN,uniswap-v2,3
SPDR-WETH,uniswap-v2,99
DAI-ZERO,uniswap-v2,47
WETH-KAGASOU,uniswap-v2,30
OMEGA-WETH,uniswap-v2,48
USDT-SEED,uniswap-v2,55
DOGE-USDC 2500 50 PCS-V3 LP,pancakeswap-v3,46
$CARTEL-WETH,uniswap-v2,6
DAX-WETH,uniswap-v2,27
TRUMP-USDT,uniswap-v2,34
WETH-0xc9b...16a0,uniswap-v2,3
Purrsy-WETH,uniswap-v2,3
DCLOCK-WETH,uniswap-v2,24
WETH-WOLVERINU,shibaswap,7
DWC-WETH,uniswap-v2,13
米莱迪-WETH,uniswap-v2,658
SILK-SKOL,uniswap-v2,150
OOPS-USDT,uniswap-v2,2
ETH-PIXEL 100000 2000  UNI-V4 LP,uniswap-v4,168
WETH-BELAL,uniswap-v2,26
Neiro-IAFN,uniswap-v2,7
sil-CRV,sushiswap,56
AIETF-WETH,uniswap-v2,8
HYPNOTOAD-WETH,uniswap-v2,10
gn-WETH 10000 200 UNI-V3 LP,uniswap-v3,32
PEPEUS-WETH,uniswap-v2,203
WETH-REEF GateToken,pancakeswap-v2,9
WETH-CHAD,uniswap-v2,52
WETH-SIGA,uniswap-v2,2
KORI-WETH,uniswap-v2,81
CRYSIGMA-WETH,uniswap-v2,22
🐸PEPEWIF-WETH,uniswap-v2,179
PEACH-WETH,uniswap-v2,3
